City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Ahipara,NZ,2022-03-20 05:05:42,-35.1667,173.1667,67.62,94,96,15.82
274,Piacabucu,BR,2022-03-20 05:05:43,-10.4056,-36.4344,77.13,81,7,3.51
275,Khuzhir,RU,2022-03-20 05:05:43,53.1939,107.3397,23.2,63,100,9.22
276,Sekondi,GH,2022-03-20 05:05:43,4.937,-1.7128,78.93,89,99,5.7
277,Tinyahuarco,PE,2022-03-20 05:05:44,-10.75,-76.3,35.65,94,100,2.13
278,Worland,US,2022-03-20 05:05:44,44.0169,-107.9554,49.68,59,0,8.05
279,Esperance,AU,2022-03-20 05:05:45,-33.8667,121.9,72.99,71,99,18.79
280,Champerico,GT,2022-03-20 05:05:45,14.3,-91.9167,80.98,67,3,2.51
281,Mahebourg,MU,2022-03-20 05:05:45,-20.4081,57.7,84.49,79,40,0.0
282,Port Hedland,AU,2022-03-20 05:05:46,-20.3167,118.5667,100.45,37,37,11.5
283,Ixtapa,MX,2022-03-20 05:05:46,20.7,-105.2,68.23,88,0,0.0
284,Mayo,US,2022-03-20 05:05:46,38.8876,-76.5119,62.55,66,75,6.91
285,Goderich,CA,2022-03-20 05:01:49,43.7501,-81.7165,34.92,99,100,14.9
286,Belogorsk,RU,2022-03-20 05:05:47,50.9158,128.4611,22.21,79,76,5.55
287,Agua Branca,BR,2022-03-20 05:05:47,-5.8922,-42.6361,69.49,97,69,1.72
288,Tautira,PF,2022-03-20 05:05:48,-17.7333,-149.15,82.45,74,24,15.3
289,Minsk,BY,2022-03-20 05:05:48,53.9,27.5667,22.75,79,0,4.97
290,Udaipura,IN,2022-03-20 05:05:48,23.0833,78.5,95.29,13,4,7.4
291,Homer,US,2022-03-20 05:04:47,59.6425,-151.5483,38.8,66,75,6.91
292,Raga,SS,2022-03-20 05:05:49,8.4596,25.678,73.62,17,79,2.21
